old catholic church;catholic churches that broke away from the roman catholic church in the 18th century
firedrake;a creature of teutonic mythology. usually represented as breathing fire and having a reptilian body and sometimes wings
commission plan;a municipal government that combines legislative and executive authority in the members of a commission
secret police;a police force that operates in secrecy (usually against persons suspected of treason or sedition)
apparel chain;a chain of clothing stores
booger;an imaginary monster used to frighten children
middle school;a school for students intermediate between elementary school and college. usually grades 9 to 12
service industry;an industry that provides services
automobile industry;a manufacturer of automobiles
jazz band;a small band of jazz musicians
sextet;six performers or singers who perform together
giro;a british financial system in which a bank or a post office transfers money from one account to another when they receive authorization to do so
editorial department;the department of a publishing business that edits material for publication
world meteorological organization;the united nations agency concerned with the international collection of meteorological data
united nations children s fund;an agency of the united nations responsible for programs to aid education and the health of children and mothers in developing countries
bugaboo;an imaginary monster used to frighten children
art department;the academic department responsible for teaching art and art appreciation
ball club;a team of professional baseball players who play and travel together. 'each club played six home games with teams in its own division'
tom thumb;english folklore: an imaginary hero who was no taller than his father's thumb
opera company;a company that produces operas
maquis;the french underground that fought against the german occupation in world war ii
king oedipus;(greek mythology) a tragic king who unknowingly killed his father and married his mother. the subject of the drama oedipus rex by sophocles
second reich;1871-1919
vanguard;the leading units moving at the head of an army
amphictyony;an association of neighboring states or tribes in ancient greece. established originally to defend a common religious center
bucket shop;an unethical or overly aggressive brokerage firm
string quartette;an instrumental quartet with 2 violins and a viola and a cello
circus;a travelling company of entertainers. including trained animals. 'he ran away from home to join the circus'
merman;half man and half fish, lives in the sea
irish republican army;a militant organization of irish nationalists who use guerrilla warfare in an effort to achieve a united independent ireland
baseball club;a team of professional baseball players who play and travel together. 'each club played six home games with teams in its own division'
department of health education and welfare;a former executive department. created in 1953 and divided in 1979
mantichora;a mythical monster having the head of man (with horns) and the body of a lion and the tail of a scorpion
social development commission;the commission of the economic and social council of the united nations that is concerned with social development
chimaera;(greek mythology) fire-breathing she-monster with a lion's head and a goat's body and a serpent's tail. daughter of typhon
removal firm;a company that moves the possessions of a family or business from one site to another
afl cio;the largest federation of labor unions in the united states. formed in 1955
community;a group of nations having common interests. 'they hoped to join the nato community'
accounting firm;a firm of accountants who provide accounting and auditing services for a fee
anabaptist denomination;a protestant sect denying infant baptism and baptising only believers
enkidu;(sumerian) legendary friend of gilgamish
environmental protection agency;a federal agency established to coordinate programs aimed at reducing pollution and protecting the environment
sea serpent;huge creature of the sea resembling a snake or dragon
work party;an organized group of workmen
treasury department;the federal department that collects revenue and administers federal finances. the treasury department was created in 1789
subsidiary company;a company that is completely controlled by another company
auto maker;a business engaged in the manufacture of automobiles
dental school;a graduate school offering study leading to degrees in dentistry
alien;a form of life assumed to exist outside the earth or its atmosphere
uniate church;any of several eastern churches acknowledging papal authority but retaining their own rites and canon law
detail;a crew of workers selected for a particular task. 'a detail was sent to remove the fallen trees'
tristan;(medieval legends) the nephew of king mark of cornwall who fell in love with his uncle's bride (iseult) after they mistakenly drank a love potion that left them eternally in love with each other
refining industry;an industry that produces and delivers oil and oil products
department of economics;the academic department responsible for teaching and research in economics
car maker;a business engaged in the manufacture of automobiles
battalion;an army unit usually consisting of a headquarters and three or more companies
minor league;a league of teams that do not belong to a major league (especially baseball)
trust company;an organization (usually with a commercial bank) that is engaged as a trustee or fiduciary or agent in handling trust funds or estates of custodial arrangements or stock transfers or related services
southern baptist convention;an association of southern baptists
bull moose party;a former political party in the us. founded by theodore roosevelt during the presidential campaign of 1912. its emblem was a picture of a bull moose
oas;an association of countries in the w hemisphere. created in 1948 to promote military and economic and social and cultural cooperation
achilles;a mythical greek hero of homer's iliad. a foremost greek warrior at the siege of troy. when he was a baby his mother tried to make him immortal by bathing him in a magical river but the heel by which she held him remained vulnerable--his 'achilles' heel'
savings and loan;a thrift institution that is required by law to make a certain percentage of its loans as home mortgages
auction house;a firm that conducts auctions
index fund;a mutual fund that invests in the stocks that are the basis of a well-known stock or bond index
reserve bank;one of 12 regional banks that monitor and act as depositories for banks in their region
telephone company;a public utility that provides telephone service
guild;a formal association of people with similar interests. 'he joined a golf club'. 'they formed a small lunch society'. 'men from the fraternal order will staff the soup kitchen today'
house;members of a business organization. 'he worked for a brokerage house'
family;a social unit living together. 'he moved his family to virginia'. 'it was a good christian household'. 'i waited until the whole house was asleep'. 'the teacher asked how many people made up his home'
sterling area;the group of countries whose currencies are tied to the british pound sterling
british cabinet;the senior ministers of the british government
airway;a commercial enterprise that provides scheduled flights for passengers
company;organization of performers and associated personnel (especially theatrical). 'the traveling company all stayed at the same hotel'
task force;a temporary military unit formed to accomplish a particular objective
open end investment company;a regulated investment company that regularly sells and redeems its shares
think factory;a company that does research for hire and issues reports on the implications
mohammadanism;muslims collectively and their civilization. based on a monotheistic religion believing that mohammed was the last and major prophet of god. 'the term mohammedanism is offensive to muslims'
business firm;members of a business organization. 'he worked for a brokerage house'
squad;a cooperative unit
eastern orthodox church;derived from the byzantine church and adhering to byzantine rites
minors;a league of teams that do not belong to a major league (especially baseball)
ethics committee;a committee appointed to consider ethical issues
agriculture department;the federal department that administers programs that provide services to farmers (including research and soil conservation and efforts to stabilize the farming economy). created in 1862
internal revenue service;the bureau of the treasury department responsible for tax collections
helen of troy;(greek mythology) the beautiful daughter of zeus and leda who was abducted by paris. the greek army sailed to troy to get her back which resulted in the trojan war
quintet;five performers or singers who perform together
cia;an independent agency of the us government responsible for collecting and coordinating intelligence and counterintelligence activities abroad in the national interest
unitarian church;the protestant denomination that rejects the doctrine of the trinity
electronics industry;a manufacturer of electronic products
infant school;british school for children aged 5-7
sphinx;(greek mythology) a riddling winged monster with a woman's head and breast on a lion's body. daughter of typhon
rotary international;a group of businessmen in a town organized as a service club and to promote world peace
parts department;the division of a business (e.g. a service garage) the sells replacement parts
sasquatch;large hairy humanoid creature said to live in wilderness areas of us and canada
psychopomp;a conductor of souls to the afterworld. 'hermes was their psychopomp'
mechanized cavalry;an armored unit of a modern army equipped with motor vehicles
senior high school;a public secondary school usually including grades 9 through 12. 'he goes to the neighborhood highschool'
shore patrol;the military police of the navy
school of music;a school for the study of music
military personnel;soldiers collectively
dance school;a school where students are taught to dance
ad agency;an agency that designs advertisement to call public attention to its clients
toy business;an industry that manufactures and sells toys for children
battle group;an army unit usually consisting of five companies
vfw;an organization of u.s. war veterans
plant department;the division of a business responsible for building and maintaining the physical plant
thrift institution;a depository financial institution intended to encourage personal savings and home buying
election commission;a commission delegated to supervise an election
procrustes;(greek mythology) a mythical giant who was a thief and murderer. he would capture people and tie them to an iron bed, stretching them or hacking off their legs to make them fit. was killed by theseus
european economic community;an international organization of european countries formed in 1958 to reduce trade barriers and increase cooperation among its members
arminian baptist;group of baptist congregations believing the teachings of the dutch theologian jacobus arminius (who opposed the doctrine of strict predestination of the calvinists)
magazine;a business firm that publishes magazines. 'he works for a magazine'
power structure;the organization of people at different ranks in an administrative body
racket club;club for players of racket sports
bus company;a public utility providing local transportation
labor;the federal department responsible for promoting the working conditions of wage earners. created in 1913
ministry;a government department under the direction of a minister
christianity;a group of christians. any group professing christian doctrine or belief. 'church is a biblical term for assembly'
federal government;a government with strong central powers
railway system;the commercial organization responsible for operating a railway system
garrison;the troops who maintain and guard a fortified place
mariachi;a group of street musicians in mexico
third reich;the nazi dictatorship under hitler (1933-1945)
brokerage;the business of a broker. charges a fee to arrange a contract between two parties
shoe industry;an industry that manufactures and sells shoes
history department;the academic department responsible for teaching history
takeover target;a company that has been chosen as attractive for takeover by a potential acquirer
denomination;a group of religious congregations having its own organization and a distinctive faith
paper;a business firm that publishes newspapers. 'murdoch owns many newspapers'
pandora;in greek mythology: the first woman. created by hephaestus on orders from zeus who presented her to epimetheus along with a box filled with evils
violin section;the section of an orchestra that plays violins
subdivision;an administrative division of some larger or more complex organization. 'a branch of congress'
service department;the division of a business that provides customer services
federal office;a department of the federal government
french foreign office;the french department in charge of foreign affairs. referred to familiarly by its address in paris
medical school;a graduate school offering study leading to a medical degree
prime mover;"a self-caused agent that is the cause of all things. 'god is the first cause'"
leda;(greek mythology) a queen of sparta who was raped by zeus who had taken the form of a swan. helen of troy was conceived in the rape of leda
mormon church;church founded by joseph smith in 1830 with headquarters in salt lake city utah
political action committee;committee formed by a special-interest group to raise money for their favorite political candidates
bigfoot;large hairy humanoid creature said to live in wilderness areas of us and canada
labour party;a political party formed in great britain in 1900. characterized by the promotion of labor's interests and the socialization of key industries
welcoming committee;a committee to welcome new residents to a community
opec;an organization of countries formed in 1961 to agree on a common policy for the sale of petroleum
child welfare agency;an agency responsible for social work concerned with the welfare and vocational training of children
squad;a smallest army unit
death;the personification of death. 'death walked the streets of the plague-bound city'
hunt;an association of huntsmen who hunt for sport
funicular railway;a railway up the side of a mountain pulled by a moving cable and having counterbalancing ascending and descending cars
church of rome;the christian church based in the vatican and presided over by a pope and an episcopal hierarchy
icao;the united nations agency concerned with civil aviation
united states;the executive and legislative and judicial branches of the federal government of the us
quartet;four performers or singers who perform together
private security force;a privately employed group hired to protect the security of a business or industry
physics department;the academic department responsible for teaching and research in physics
family business;a corporation that is entirely owned by the members of a single family
regiment;army unit smaller than a division
russian orthodox church;independent with its own patriarch of moscow. until 1917 the established church
scotland yard;the detective department of the metropolitan police force of london
antihero;a protagonist who lacks the characteristics that would make him a hero (or her a heroine)
personnel;group of people willing to obey orders. 'a public force is necessary to give security to the rights of citizens'
septet;seven performers or singers who perform together
foreign mission;an organization of missionaries in a foreign land sent to carry on religious work
nondiscretionary trust;an investment trust that can buy only those securities listed when the trust was organized
advisory board;a board appointed to advise the chief administrator
farm club;a minor-league team that is owned by a major-league team (especially in baseball)
shiah islam;one of the two main branches of orthodox islam. mainly in iran
first reich;the lands ruled by charlemagne. a continuation of the roman empire in europe
soviets;the government (political and military) of the soviet union. 'the soviets said they wanted to increase trade with europe'
labor party;a political party formed in great britain in 1900. characterized by the promotion of labor's interests and the socialization of key industries
conjugal family;a family consisting of parents and their children and grandparents of a marital partner
local department;a permanent department created to perform the work of a local government
airline;a commercial enterprise that provides scheduled flights for passengers
phalanx;a body of troops in close array
international association of lions clubs;club dedicated to promoting responsible citizenship and good government and community and national and international welfare
militant tendency;a trotskyist political organization in great britain set up in 1964 inside the labour party
military band;a group of musicians playing brass and woodwind and percussion instruments
five;a team that plays basketball
bureau;an administrative unit of government. 'the central intelligence agency'. 'the census bureau'. 'office of management and budget'. 'tennessee valley authority'
office;professional or clerical workers in an office. 'the whole office was late the morning of the blizzard'
commission;a group of representatives or delegates
commission;a special group delegated to consider some matter
united nations agency;an agency of the united nations
interior department;the federal department charged with conservation and the development of natural resources. created in 1849
reform judaism;the most liberal jews. jews who do not follow the talmud strictly but try to adapt all of the historical forms of judaism to the modern world
aarp;an association of people to promote the welfare of senior citizens
american legion;the largest organization of u.s. war veterans
carthage;an ancient city state on the north african coast near modern tunis. founded by phoenicians. destroyed and rebuilt by romans. razed by arabs in 697
agent bank;a bank that acts as an agent for a foreign bank
white squire;a white knight that buys less than a majority interest
battery;a unit composed of the pitcher and catcher
trucking industry;an industry that provides transportation for commercial products
minor league team;a team that plays in a minor league
anglican church;the national church of england (and all other churches in other countries that share its beliefs). has its see in canterbury and the sovereign as its temporal head
band;a group of musicians playing popular music for dancing
sylph;an elemental being believed to inhabit the air
enemy;an opposing military force. 'the enemy attacked at dawn'
majors;the most important league in any sport (especially baseball)
uncle tom;a servile black character in a novel by harriet beecher stowe
symphony;a large orchestra. can perform symphonies. 'we heard the vienna symphony'
little league;a commercially sponsored baseball league for players between 8 and 12 years of age
us cabinet;a board to advise the president. members are the secretaries of executive departments. the us constitution does not provide for the cabinet
army unit;a military unit that is part of an army
board of education;a board in charge of local public schools
hector;(greek mythology) a mythical trojan who has killed by achilles during the trojan war
vocational school;a secondary school teaching the skilled trades
air unit;a military unit that is part of the airforce
beatrice;a woman who guided dante through paradise in the divine comedy
fellowship;an association of people who share common beliefs or activities. 'the message was addressed not just to employees but to every member of the company family'. 'the church welcomed new members into its fellowship'
bellerophon;(greek mythology) a mythical hero of corinth who performed miracles on the winged horse pegasus (especially killing the monster chimera)
aec;a former agency (from 1947 to 1977) that was responsible for research into atomic energy and its peacetime uses in the us
banking concern;a financial institution that accepts deposits and channels the money into lending activities. 'he cashed a check at the bank'. 'that bank holds the mortgage on my home'
cosa nostra;a crime syndicate in the united states. organized in families. believed to have important relations to the sicilian mafia
international labour organization;the united nations agency concerned with the interests of labor
packaging company;a company that packages goods for sale or shipment or storage
don quixote;the hero of a romance by cervantes. chivalrous but impractical
federation;an organization formed by merging several groups or parties
democratic republican party;a former major political party in the us in the early 19th century. opposed the old federalist party. favored a strict interpretation of the constitution in order to limit the powers of the federal government
aircrew;the crew of an aircraft
press gang;a detachment empowered to force civilians to serve in the army or navy
movie industry;those involved in producing and distributing movies
nursing school;a school for training nurses
branch;an administrative division of some larger or more complex organization. 'a branch of congress'
hollywood;those involved in producing and distributing movies
economic and social council commission;a commission of the economic and social council of the united nations
team;a cooperative unit
united church of christ;merger of the congregational christian church and the evangelical and reformed church
psyche;the immaterial part of a person. the actuating cause of an individual life
us army;the army of the united states of america
service agency;a business that makes its facilities available to others for a fee. achieves economy of scale
office of management and budget;the executive agency that advises the president on the federal budget
central intelligence agency;an independent agency of the us government responsible for collecting and coordinating intelligence and counterintelligence activities abroad in the national interest
limited company;(british) a company that is organized to give its owners limited liability
string quartet;an instrumental quartet with 2 violins and a viola and a cello
griffin;winged monster with an eagle-like head and body of a lion
trust;a consortium of companies formed to limit competition. 'they set up the trust in the hope of gaining a monopoly'
rumpelstiltskin;a dwarf in one of the fairy stories of the brothers grimm. tells a woman he will not hold her to a promise if she can guess his name and when she discovers it he is so furious that he destroys himself
choir;a chorus that sings as part of a religious ceremony
committee;a special group delegated to consider some matter
typhoeus;(greek mythology) son of gaea and tartarus who created the whirlwinds. had a terrifying voice and 100 dragon heads that spurted fire
land;a politically organized body of people under a single government. 'the state has elected a new president'
wieland;(european mythology) a supernatural smith and king of the elves. identified with norse volund
energy;the federal department responsible for maintaining a national energy policy. created in 1977
eec;an international organization of european countries formed in 1958 to reduce trade barriers and increase cooperation among its members
line organization;the organizational structure of activities contributing directly to the organization's output
tammany hall;a political organization in new york city (late 1800's and early 1900's) seeking political control by corruption and bossism
powerhouse;a team considered to be the best of its class
works council;(chiefly brit) a council representing employer and employees of a plant or business to discuss working conditions etc. also: a committee representing the workers elected to negotiate with management about grievances and wages etc
res publica;a politically organized body of people under a single government. 'the state has elected a new president'
palace;the governing group of a kingdom. 'the palace issued an order binding on all subjects'
rank and file;the ordinary members of an organization (such as the soldiers excluding the officers of an army). 'the strike was supported by the union rank and file'. 'he rose from the ranks to become a colonel'
liberty party;a former political party in the us. formed in 1839 to oppose the practice of slavery. merged with the free soil party in 1848
combination;a group of people (often temporary) having a common purpose. 'they were a winning combination'
closed end fund;a regulated investment company that issues a fixed number of shares which are listed on a stock market
foundation;an institution supported by an endowment
detachment;a small unit of troops of special composition
occult;"supernatural forces and events and beings collectively. 'she doesn't believe in the supernatural'"
sivaism;a hindu sect worshiping shiva
department of transportation;the federal department that institutes and coordinates national transportation programs. created in 1966
mutual fund;a regulated investment company that regularly sells and redeems its shares
police force;the force of policemen and officers. 'the law came looking for him'
stock company;a theatrical company that performs plays from a repertoire
placement center;an office that finds suitable employment for applicants
state;the federal department that sets and maintains foreign policies. 'the department of state was created in 1789'
machine;a group that controls the activities of a political party. 'he was endorsed by the democratic machine'
international monetary fund;a united nations agency to promote trade by increasing the exchange stability of the major currencies
plastics industry;an industry that manufactures plastic articles
printing business;a company that does commercial printing
board of directors;a group of persons chosen to govern the affairs of a corporation or other large institution
steel band;a band that plays instruments made from the heads of oil drums (caribbean islands)
diplomatic mission;a mission serving diplomatic ends
horse;troops trained to fight on horseback: '500 horse led the attack'
insurer;a financial institution that sells insurance
state department;in the us: a department of government in one of the 50 states
vicariate;the religious institution under the authority of a vicar
building department;the division of a business responsible for building and maintaining the physical plant
pressure group;a group of people who try actively to influence legislation
jewish religion;jews who practice a religion based on the old testament and the talmud
heracles;in classical mythology a hero noted for his strength. performed 12 immense labors to gain immortality
assemblies of god;a charismatic protestant denomination in the us
conservative judaism;jews who keep some of the requirements of the mosaic law but allow for adaptation of other requirements (as some of the dietary laws) to fit modern circumstances
nazi party;the national socialist german workers' party founded in germany in 1919 and brought to power by hitler in 1933
dealership;a business established or operated under an authorization to sell or distribute a company's goods or services in a particular area
court;the sovereign and his advisers who are the governing power of a state
light company;a public utility that provides electricity
organisation;"a group of people who work together"
travel agency;an agency that arranges personal travel
staggered board of directors;a board of directors a portion of whose members are elected each year instead of all members being elected annually
investment company;a financial institution that sells shares to individuals and invests in securities issued by other companies
mover;a company that moves the possessions of a family or business from one site to another
railway;the commercial organization responsible for operating a railway system
secretariate;an administrative unit responsible for maintaining records and other secretarial duties. especially for international organizations
bureau of customs;the agency of the treasury department that enforces import tariffs
department of commerce;the federal department that promotes and administers domestic and foreign trade (including management of the census and the patent office). created in 1913
corp;a business whose articles of incorporation have been approved in some state
professional association;an association of practitioners of a given profession
foreign office;the government department in charge of foreign relations
world organization;an international alliance involving many different countries
corps;an army unit usually consisting of two or more divisions
extended family;a family consisting of the nuclear family and their blood relatives
defending team;the team that is trying to prevent the other team from scoring. 'his teams are always good on defense'
vicarship;the religious institution under the authority of a vicar
houyhnhnm;one of a race of intelligent horses who ruled the yahoos in swift's gulliver's travels
skiffle group;(british) a band of musicians who play skiffle
imo;the united nations agency concerned with international maritime activities
jason;(greek mythology) the husband of medea and leader of the argonauts who sailed in quest of the golden fleece
troll;(scandinavian folklore) a supernatural creature (either a dwarf or a giant) that is supposed to live in caves or in the mountains
musketry;musketeers and their muskets collectively
air corps;previously the air division of the us army
squadron;a unit of the us air force larger than a flight and smaller than a group
protestant church;the protestant churches and denominations collectively
plato s academy;a school established by plato in ancient athens. 'plato's academy continued for several hundred years after plato died'
nato;an international organization created in 1949 by the north atlantic treaty for purposes of collective security
shell corporation;a company that is incorporated but has no assets or operations
conference;an association of sports teams that organizes matches for its members
ecosoc;a permanent council of the united nations. responsible for economic and social conditions
wayland;(european mythology) a supernatural smith and king of the elves. identified with norse volund
railway line;the commercial organization responsible for operating a railway system
theseus;(greek mythology) a hero noted for his many great deeds: killed procrustes and the minotaur and defeated the amazons
chorus;a group of people assembled to sing together
cartel;a consortium of companies formed to limit competition. 'they set up the trust in the hope of gaining a monopoly'
cyclopes;(greek mythology) one of a race of giants having a single eye in the middle of their forehead
rearguard;a detachment assigned to protect the rear of a (retreating) military body
cinderella;a young girl who is saved from her stepmother and stepsisters by her fairy godmother and a handsome prince
special forces;a division of the united states army that is specially trained for guerrilla fighting
tristram;(medieval legends) the nephew of king mark of cornwall who fell in love with his uncle's bride (iseult) after they mistakenly drank a love potion that left them eternally in love with each other
high;a public secondary school usually including grades 9 through 12. 'he goes to the neighborhood highschool'
interior;the federal department charged with conservation and the development of natural resources. created in 1849
investment firm;a financial institution that sells shares to individuals and invests in securities issued by other companies
transportation;the federal department that institutes and coordinates national transportation programs. created in 1966
flying school;a school for teaching students to fly airplanes
gymnasium;a school for students intermediate between elementary school and college. usually grades 9 to 12
welfare state;a government that undertakes responsibility for the welfare of its citizens through programs in public health and public housing and pensions and unemployment compensation etc.
brokerage;a stock broker's business. charges a fee to act as intermediary between buyer and seller
bank;a financial institution that accepts deposits and channels the money into lending activities. 'he cashed a check at the bank'. 'that bank holds the mortgage on my home'
film industry;those involved in producing and distributing movies
school of law;a graduate school offering study leading to a law degree
zen;school of mahayana buddhism asserting that enlightenment can come through meditation and intuition rather than faith. china and japan
international atomic energy agency;the united nations agency concerned with atomic energy
oil industry;an industry that produces and delivers oil and oil products
bowling league;a league of bowling teams
city council;a municipal body that can pass ordnances and appropriate funds etc.
battery;group of guns or missile launchers operated together at one place
posse comitatus;a temporary police force
dance band;a group of musicians playing popular music for dancing
divan;a muslim council of state
education department;the federal department that administers all federal programs dealing with education (including federal aid to educational institutions and students). created 1979
ecosoc commission;a commission of the economic and social council of the united nations
secondary modern school;a former british secondary school emphasizing practical rather than academic education
calvinistic baptist;group of baptist congregations believing the teachings of the french theologian john calvin who believed in strict predetermination
baseball team;a team that plays baseball
flying squad;a mobile group of trained people (police or executives or officials) able to move quickly in the case of emergencies
conservatory;the faculty and students of a school specializing in one of the fine arts
pantaloon;a character in the commedia dell'arte. portrayed as a foolish old man
public mover;a company that moves the possessions of a family or business from one site to another
communist party;a political party advocating communism in the us
conservancy;(british) a commission with jurisdiction over fisheries and navigation in a port or river
bluebeard;(fairy tale) a monstrous villain who marries seven women. he kills the first six for disobedience
national guard;us military reserves recruited by the states and equipped by the federal government. subject to call by either
mythical monster;a monster renowned in folklore and myth
secondary school;a school for students intermediate between elementary school and college. usually grades 9 to 12
night shift;workers who work during the night (as midnight to 8 a.m.)
legion;archaic terms for army
private corporation;a corporation owned by a few people. shares have no public market
combo;a small band of jazz musicians
jazz group;a small band of jazz musicians
public charity;a charity that is deemed to receive the major part of its support from the public (rather than from a small group of individuals)
chemistry department;the academic department responsible for teaching and research in chemistry
government department;a department of government
draft board;a board to select personnel for involuntary military service
high anglican church;a group in the anglican church that emphasizes the catholic tradition (especially in sacraments and rituals and obedience to church authority)
ways and means committee;a permanent committee of the us house of representatives that makes recommendations to the house on all bills that would raise revenue
biology department;the academic department responsible for teaching and research in biology
giant;an imaginary figure of superhuman size and strength. appears in folklore and fair tales
hud;the federal department that administers federal program dealing with better housing and urban renewal. created in 1965
sabbath school;school meeting on sundays for religious instruction
steamship line;an organization responsible for the operation of a fleet of steamships
local post office;a local branch of the post office department
association;a formal organization of people. 'he joined the modern language association'
market;the securities markets in the aggregate. 'the market always frustates the small investor'
psychology department;the academic department responsible for teaching and research in psychology
instrumentality;a subsidiary organ of government created for a special purpose. 'are the judicial instrumentalities of local governments adequate?'. 'he studied the french instrumentalities for law enforcement'
vaisnavism;hindu sect worshiping of vishnu
quartette;four performers or singers who perform together
regulatory agency;a government agency that regulates businesses in the public interest
whig party;a former political party in the us. formed in 1834 in opposition to the democratic party. advocated a loose interpretation of the constitution and high protective tariffs
string orchestra;an orchestra playing only string instruments
common market;an international organization of european countries formed in 1958 to reduce trade barriers and increase cooperation among its members
school;an educational institution's faculty and students. 'the school keeps parents informed'. 'the whole school turned out for the game'
el cid;the hero of a spanish epic poem from the 12th century
justice;the federal department responsible for enforcing federal laws (including the enforcement of all civil rights legislation). created in 1870
judicial branch;the branch of the united states government responsible for the administration of justice
daedalus;(greek mythology) an athenian inventor who built the labyrinth of minos. to escape the labyrinth he fashioned wings for himself and his sone icarus
department of commerce and labor;a former executive department. created in 1903 and split into two departments in 1913
wesleyan methodists;original methodist church
peace corps;a civilian organization sponsored by the us government. helps people in developing countries
roman catholic;the christian church based in the vatican and presided over by a pope and an episcopal hierarchy
naval unit;a military unit that is part of a navy
church school;a private school run by a religious body
telephone service;a public utility that provides telephone service
north atlantic treaty organization;an international organization created in 1949 by the north atlantic treaty for purposes of collective security
rights democratic party;a former political party in the us. formed in 1948 by southern democrats opposed to the candidacy of harry s truman
publisher;a firm in the publishing business
show biz;those involved in providing entertainment: radio and television and films and theater
major power;a state powerful enough to influence events throughout the world
military;the military forces of a nation
comptroller of the currency;the agency of the treasury department responsible for controlling the currency
gryphon;winged monster with an eagle-like head and body of a lion
industrial bank;a finance company that makes small loans to industrial workers
united states trade representative;the executive agency that administers the president's policies on international trade
publishing house;a firm in the publishing business
shipbuilding industry;an industry that builds ships
gendarmerie;french police force. a group of gendarmes or gendarmes collectively
insurance underwriter;a financial institution that sells insurance
acquirer;a bank gaining financial control over another financial institution through a payment in cash or an exchange of stock
pythoness;a witch with powers of divination
first cause;"a self-caused agent that is the cause of all things. 'god is the first cause'"
establishment;any large organization
food and agriculture organization;the united nations agency concerned with the international organization of food and agriculture
press agency;an agency to collects news reports for newspapers and distributes it electronically
poltergeist;a ghost that announces its presence with rapping and the creation of disorder
legislative branch;the branch of the united states government that has the power of legislating
reserve;armed forces that are not on active duty but can be called in an emergency
social unit;an organization regarded as part of a larger social group. 'the coach said the offensive unit did a good job'. 'after the battle the soldier had trouble rejoining his unit'
orthodox judaism;jews who strictly observe the mosaic law as interpreted in the talmud
joint stock company;a company (usually unincorporated) which has the capital of its members pooled in a common fund. transferable shares represent ownership interest. shareholders are legally liable for all debts of the company
war department;a former executive department. created in 1789 and combined with the navy department in 1947
u. s. army special forces;a division of the united states army that is specially trained for guerrilla fighting
consulting firm;a firm of experts providing professional advice to an organization for a fee
overhead railway;an electric elevated railway
pangloss;an incurable optimist in 'candide' (a satire by voltaire)
headquarters staff;military staff stationed at headquarters
sterling bloc;the group of countries whose currencies are tied to the british pound sterling
football team;a team that plays football
collective;members of a cooperative enterprise
peleus;a king of the myrmidons and father of achilles
legendary creature;unverifiable but popularly accepted as possibly factual
rail;short for railway. 'he traveled by rail' or 'he was concerned with rail safety'
empire;a group of companies run as a single organization
fraternity;a social club for male undergraduates
target company;a company that has been chosen as attractive for takeover by a potential acquirer
entente cordiale;an informal alliance between countries
navy;an organization of military naval forces
lending institution;a financial institution that makes loans
political unit;a unit with political responsibilities
manticore;a mythical monster having the head of man (with horns) and the body of a lion and the tail of a scorpion
section;a small team of policemen working as part of a police platoon
sales division;the division of a business that is responsible for selling
union;a political unit formed from previously independent people or organizations. 'the soviet union'
commonwealth of independent states;an alliance made up of states that had been soviet socialist republics in the soviet union prior to its dissolution in dec 1991
board of regents;a committee of university officers who have general supervision over the welfare and conduct of students
united states secret service;a bureau of the treasury department responsible for intelligence operations
conservative party;a political party in great britain which developed from the tories in the 1830s. advocates a mixed economy and encourages property owning
python;(greek mythology) dragon killed by apollo at delphi
provost guard;a detachment under the command of a provost marshall
cog railway;for steep mountains. a cogwheel on the locomotive engages cogs on a center rail to provide traction
alinement;an organization of people (or countries) involved in a pact or treaty
ymir;(norse mythology) the primeval giant slain by odin and his brothers and from whose body they created the world: the sea from his blood. the earth from his flesh. the mountains from his bones. the sky from his skull
central bank;a government monetary authority that issues currency and regulates the supply of credit and holds the reserves of other banks and sells new issues of securities for the government
steel industry;the industry that makes steel and steel products
house;a social unit living together. 'he moved his family to virginia'. 'it was a good christian household'. 'i waited until the whole house was asleep'. 'the teacher asked how many people made up his home'
savings bank;a thrift institution in the ne us. since deregulation in the 1980s they offer services competitive with many commercial banks
raskolnikov;a fictional character in dostoevsky's novel 'crime and punishment'. he kills old women because he believes he is beyond the bounds of good or evil
episcopal church;autonomous branch. scotland
open end fund;a regulated investment company that regularly sells and redeems its shares
uncle sam;a personification of the us government
sisyphus;(greek legend) a king in ancient greece who offended zeus and whose punishment was to roll a huge boulder to the top of a steep hill. each time the boulder neared the top it rolled back down and sisyphus was forced to start again
federation of tribes;a federation (as of american indians)
social democratic party;a political party in germany and britain (and elsewhere) founded in late 19th century. originally marxist. now advocates the gradual transformation of capitalism into democratic socialism
day watch;workers who work during the day (as 8 a.m. to 4 p.m.)
banking industry;banks collectively
parochial school;a private school run by a religious body
finance company;a financial institution (often affiliated with a holding company or manufacturer) that makes loans to individuals or businesses
fire company;a private or temporary organization of individuals equipped to fight fires
power service;a public utility that provides electricity
territorial army;british unit of nonprofessional soldiers organized for defense of gb
fund;a financial institution that sells shares to individuals and invests in securities issued by other companies
missionary station;an organization of missionaries in a foreign land sent to carry on religious work
foster home;a household in which an orphaned or delinquent child is placed (usually by a social-service agency)
scylla;(greek mythology) a sea nymph transformed into a sea monster who lived on one side of a narrow strait. drowned and devoured sailors who tried to escape charybdis (a whirlpool) on the other side of the strait
working group;a group of people working together temporarily until some goal is achieved
greek orthodox church;state church of greece. an autonomous part of the eastern orthodox church
gop;the younger of 2 major political parties in the us. gop stands for grand old party
typhon;(greek mythology) one of the whirlwinds. son of typhoeus and echidna. father of cerberus and the chimera and the sphinx
